IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
132.145.112.247,8080,8080,false,NRT,Asia Pacific,Tokyo,101,6.12
151.145.66.219,2083,2083,true,NRT,Asia Pacific,Tokyo,109,6.11
140.83.37.145,2082,2082,false,NRT,Asia Pacific,Tokyo,78,6.07
138.3.210.114,8880,8880,false,NRT,Asia Pacific,Tokyo,119,6.06
155.248.178.235,8443,8443,true,NRT,Asia Pacific,Tokyo,143,6.06
138.3.212.162,2087,2087,true,NRT,Asia Pacific,Tokyo,193,6.05
155.248.177.210,2083,2083,true,NRT,Asia Pacific,Tokyo,98,6.04
132.145.121.125,80,80,false,NRT,Asia Pacific,Tokyo,75,6.00
138.3.214.43,80,80,false,NRT,Asia Pacific,Tokyo,83,5.98
158.179.186.234,2086,2086,false,NRT,Asia Pacific,Tokyo,94,5.98
151.145.65.8,2096,2096,true,NRT,Asia Pacific,Tokyo,80,5.97
131.186.37.69,2052,2052,false,NRT,Asia Pacific,Tokyo,98,5.96
131.186.63.127,8880,8880,false,NRT,Asia Pacific,Tokyo,77,5.96
138.2.31.68,2053,2053,true,HKG,Asia Pacific,Hong Kong,140,5.96
150.230.105.179,2095,2095,false,NRT,Asia Pacific,Tokyo,99,5.94
143.47.243.144,2053,443,true,LHR,Europe,London,163,5.91
150.230.219.168,2053,2053,true,NRT,Asia Pacific,Tokyo,131,5.91
131.186.38.135,8080,8080,false,NRT,Asia Pacific,Tokyo,79,5.89
168.138.211.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,166,5.89
150.230.208.83,2096,2096,true,NRT,Asia Pacific,Tokyo,103,5.88
158.101.92.156,2053,2053,true,NRT,Asia Pacific,Tokyo,97,5.88
132.145.121.242,8880,8880,false,HKG,Asia Pacific,Hong Kong,153,5.86
132.226.193.37,2096,443,true,FRA,Europe,Frankfurt,176,5.84
132.145.120.182,8080,8080,false,NRT,Asia Pacific,Tokyo,81,5.84
140.83.37.145,2087,2087,true,NRT,Asia Pacific,Tokyo,122,5.83
155.248.178.235,2095,2095,false,NRT,Asia Pacific,Tokyo,99,5.83
150.230.212.9,2096,2096,true,NRT,Asia Pacific,Tokyo,120,5.82
151.145.65.8,2086,2086,false,NRT,Asia Pacific,Tokyo,117,5.81
168.138.206.236,2083,2083,true,NRT,Asia Pacific,Tokyo,94,5.80
150.230.222.185,2082,2082,false,NRT,Asia Pacific,Tokyo,99,5.79
155.248.179.132,8880,8880,false,NRT,Asia Pacific,Tokyo,102,5.77
131.186.34.11,80,80,false,NRT,Asia Pacific,Tokyo,77,5.77
138.3.212.144,8080,8080,false,NRT,Asia Pacific,Tokyo,130,5.77
168.138.211.188,2052,2052,false,HKG,Asia Pacific,Hong Kong,156,5.76
155.248.185.38,2086,2086,false,NRT,Asia Pacific,Tokyo,79,5.75
155.248.169.71,2087,2087,true,NRT,Asia Pacific,Tokyo,97,5.73
155.248.186.182,2083,2083,true,NRT,Asia Pacific,Tokyo,84,5.73
150.230.212.9,2053,2053,true,NRT,Asia Pacific,Tokyo,99,5.71
131.186.43.207,8443,8443,true,NRT,Asia Pacific,Tokyo,103,5.71
131.186.60.162,2052,2052,false,NRT,Asia Pacific,Tokyo,106,5.71
131.186.37.49,2082,2082,false,NRT,Asia Pacific,Tokyo,102,5.68
150.230.97.239,2087,2087,true,NRT,Asia Pacific,Tokyo,123,5.68
138.3.212.162,2096,2096,true,NRT,Asia Pacific,Tokyo,167,5.64
155.248.176.98,2083,2083,true,NRT,Asia Pacific,Tokyo,96,5.64
168.138.212.74,8880,8880,false,NRT,Asia Pacific,Tokyo,96,5.61
155.248.178.235,80,80,false,NRT,Asia Pacific,Tokyo,111,5.60
150.230.221.114,2083,2083,true,NRT,Asia Pacific,Tokyo,120,5.58
150.230.20.84,443,443,true,FRA,Europe,Frankfurt,180,5.57
138.2.20.230,80,80,false,NRT,Asia Pacific,Tokyo,102,5.57
151.145.70.28,8080,8080,false,NRT,Asia Pacific,Tokyo,120,5.57
141.147.178.135,8080,8080,false,HKG,Asia Pacific,Hong Kong,156,5.55
158.101.92.156,2083,2083,true,NRT,Asia Pacific,Tokyo,91,5.55
168.138.47.238,8443,80,false,NRT,Asia Pacific,Tokyo,81,5.54
168.138.200.159,2096,2096,true,NRT,Asia Pacific,Tokyo,106,5.53
193.123.233.143,2083,80,false,NRT,Asia Pacific,Tokyo,94,5.51
168.138.200.159,80,80,false,NRT,Asia Pacific,Tokyo,74,5.49
151.145.69.105,8443,8443,true,HKG,Asia Pacific,Hong Kong,139,5.44
132.145.121.242,2096,2096,true,HKG,Asia Pacific,Hong Kong,152,5.43
151.145.74.56,8443,8443,true,NRT,Asia Pacific,Tokyo,107,5.41
131.186.37.49,8880,8880,false,NRT,Asia Pacific,Tokyo,77,5.39
152.67.222.167,443,443,true,NRT,Asia Pacific,Tokyo,68,5.39
138.3.211.101,8443,8443,true,NRT,Asia Pacific,Tokyo,165,5.36
132.145.121.125,2095,2095,false,NRT,Asia Pacific,Tokyo,75,5.36
138.3.210.114,2053,2053,true,NRT,Asia Pacific,Tokyo,214,5.36
150.230.220.232,2052,2052,false,NRT,Asia Pacific,Tokyo,102,5.31
158.101.95.113,2095,2095,false,NRT,Asia Pacific,Tokyo,78,5.30
132.145.123.143,8443,8443,true,NRT,Asia Pacific,Tokyo,107,5.29
138.3.212.162,8080,8080,false,NRT,Asia Pacific,Tokyo,153,5.28
131.186.47.255,8080,8080,false,NRT,Asia Pacific,Tokyo,75,5.28
64.110.104.30,443,443,true,KIX,Asia Pacific,Osaka,130,5.27
168.138.206.109,80,80,false,NRT,Asia Pacific,Tokyo,100,5.26
68.233.112.56,80,80,false,BOM,Asia Pacific,Mumbai,46,5.21
168.138.211.188,2087,2087,true,HKG,Asia Pacific,Hong Kong,159,5.19
151.145.68.166,2087,2087,true,NRT,Asia Pacific,Tokyo,100,5.18
138.3.208.9,2096,2096,true,NRT,Asia Pacific,Tokyo,179,5.16
138.3.211.101,2082,2082,false,NRT,Asia Pacific,Tokyo,121,5.15
141.147.81.36,443,443,true,EWR,North America,Newark,187,5.15
132.145.120.118,8880,8880,false,NRT,Asia Pacific,Tokyo,100,5.14
168.138.206.109,2086,2086,false,NRT,Asia Pacific,Tokyo,97,5.13
131.186.59.94,8080,8080,false,NRT,Asia Pacific,Tokyo,101,5.11
138.2.14.248,2087,2087,true,HKG,Asia Pacific,Hong Kong,208,5.11
138.3.211.101,2095,2095,false,NRT,Asia Pacific,Tokyo,213,5.11
138.2.25.122,2087,2087,true,NRT,Asia Pacific,Tokyo,101,5.08
150.230.205.56,8443,8443,true,NRT,Asia Pacific,Tokyo,107,5.05
150.230.105.228,2096,2096,true,HKG,Asia Pacific,Hong Kong,165,5.03
131.186.59.232,8880,8880,false,HKG,Asia Pacific,Hong Kong,148,4.98
151.145.66.219,2087,2087,true,NRT,Asia Pacific,Tokyo,101,4.98
138.2.13.133,8880,8880,false,NRT,Asia Pacific,Tokyo,112,4.98
150.230.109.138,2095,2095,false,NRT,Asia Pacific,Tokyo,75,4.96
150.230.221.219,80,80,false,NRT,Asia Pacific,Tokyo,113,4.95
150.230.219.168,8443,8443,true,NRT,Asia Pacific,Tokyo,98,4.92
129.80.87.156,443,443,true,IAD,North America,Ashburn,219,4.92
150.230.109.138,80,80,false,NRT,Asia Pacific,Tokyo,97,4.90
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,175,4.90
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,174,4.89
155.248.160.116,2082,2082,false,NRT,Asia Pacific,Tokyo,79,4.88
155.248.182.244,8443,8443,true,NRT,Asia Pacific,Tokyo,104,4.88
129.151.152.254,80,80,false,AMS,Europe,Amsterdam,148,4.83
138.2.29.250,8880,8880,false,NRT,Asia Pacific,Tokyo,77,4.78
155.248.163.133,2052,2052,false,NRT,Asia Pacific,Tokyo,117,4.78
158.101.92.156,2096,2096,true,NRT,Asia Pacific,Tokyo,104,4.77
158.179.182.19,2082,2082,false,NRT,Asia Pacific,Tokyo,96,4.76
131.186.59.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,158,4.74
150.230.22.81,443,443,true,FRA,Europe,Frankfurt,178,4.74
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,194,4.73
150.230.208.83,2082,2082,false,NRT,Asia Pacific,Tokyo,100,4.73
132.145.121.242,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,4.72
132.145.117.216,2053,2053,true,NRT,Asia Pacific,Tokyo,78,4.71
146.56.46.84,443,0,true,NRT,Asia Pacific,Tokyo,97,4.66
138.2.14.248,2053,2053,true,HKG,Asia Pacific,Hong Kong,166,4.66
132.145.126.204,2096,2096,true,NRT,Asia Pacific,Tokyo,75,4.61
150.230.222.185,80,80,false,NRT,Asia Pacific,Tokyo,75,4.60
138.2.31.68,2087,2087,true,HKG,Asia Pacific,Hong Kong,166,4.59
130.162.182.195,443,80,false,LHR,Europe,London,159,4.59
129.146.16.59,443,0,true,LAX,North America,Los Angeles,214,4.58
150.230.208.83,8443,8443,true,NRT,Asia Pacific,Tokyo,100,4.53
168.138.207.64,2052,2052,false,NRT,Asia Pacific,Tokyo,101,4.53
138.3.212.226,8443,8443,true,NRT,Asia Pacific,Tokyo,158,4.50
155.248.176.68,2053,2053,true,NRT,Asia Pacific,Tokyo,110,4.48
168.138.209.84,2086,2086,false,NRT,Asia Pacific,Tokyo,101,4.48
141.147.179.64,2053,2053,true,NRT,Asia Pacific,Tokyo,111,4.47
158.179.188.7,2095,2095,false,NRT,Asia Pacific,Tokyo,76,4.47
131.186.46.75,8080,8080,false,NRT,Asia Pacific,Tokyo,103,4.46
129.146.248.140,443,443,true,LAX,North America,Los Angeles,212,4.46
141.147.189.242,8443,8443,true,NRT,Asia Pacific,Tokyo,102,4.45
132.145.121.175,2082,2082,false,NRT,Asia Pacific,Tokyo,110,4.42
132.145.122.95,80,80,false,NRT,Asia Pacific,Tokyo,80,4.42
131.186.41.255,2052,2052,false,NRT,Asia Pacific,Tokyo,105,4.40
132.145.115.17,8080,8080,false,NRT,Asia Pacific,Tokyo,103,4.35
150.230.208.113,2095,2095,false,NRT,Asia Pacific,Tokyo,102,4.33
68.233.112.56,443,443,true,BOM,Asia Pacific,Mumbai,56,4.32
141.147.84.98,443,443,true,FRA,Europe,Frankfurt,225,4.30
155.248.169.25,2095,2095,false,NRT,Asia Pacific,Tokyo,88,4.29
168.138.211.217,8443,8443,true,NRT,Asia Pacific,Tokyo,83,4.28
138.2.25.122,8443,8443,true,NRT,Asia Pacific,Tokyo,198,4.27
155.248.176.28,2096,2096,true,NRT,Asia Pacific,Tokyo,99,4.25
168.138.194.121,80,80,false,NRT,Asia Pacific,Tokyo,99,4.24
141.147.178.135,2095,2095,false,HKG,Asia Pacific,Hong Kong,133,4.21
155.248.182.244,8880,8880,false,NRT,Asia Pacific,Tokyo,100,4.20
141.147.178.135,2087,2087,true,HKG,Asia Pacific,Hong Kong,134,4.19
138.3.214.43,8080,8080,false,NRT,Asia Pacific,Tokyo,147,4.14
132.145.122.95,2096,2096,true,NRT,Asia Pacific,Tokyo,117,4.14
138.2.117.219,443,443,true,NRT,Asia Pacific,Tokyo,86,4.11
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,182,4.08
192.18.149.159,8080,443,true,YYZ,North America,Toronto,297,4.07
150.230.105.53,2096,2096,true,NRT,Asia Pacific,Tokyo,100,4.07
146.56.133.140,2083,80,false,NRT,Asia Pacific,Tokyo,91,4.03
138.3.212.226,2096,2096,true,NRT,Asia Pacific,Tokyo,143,4.03
131.186.47.223,2052,2052,false,NRT,Asia Pacific,Tokyo,104,4.00
131.186.59.232,8443,8443,true,HKG,Asia Pacific,Hong Kong,159,4.00
141.147.166.189,8443,8443,true,NRT,Asia Pacific,Tokyo,81,3.98
150.230.216.117,8443,8443,true,NRT,Asia Pacific,Tokyo,103,3.97
158.179.182.19,2087,2087,true,NRT,Asia Pacific,Tokyo,100,3.97
168.138.212.74,2086,2086,false,NRT,Asia Pacific,Tokyo,81,3.95
138.2.133.234,443,443,true,FRA,Europe,Frankfurt,238,3.92
138.2.19.122,2086,2086,false,NRT,Asia Pacific,Tokyo,110,3.91
158.101.92.156,8880,8880,false,NRT,Asia Pacific,Tokyo,95,3.90
141.147.178.135,8880,8880,false,HKG,Asia Pacific,Hong Kong,159,3.90
132.145.121.123,2052,2052,false,NRT,Asia Pacific,Tokyo,90,3.85
138.3.210.114,2082,2082,false,NRT,Asia Pacific,Tokyo,110,3.85
155.248.176.98,8443,8443,true,NRT,Asia Pacific,Tokyo,101,3.85
151.145.65.203,8443,8443,true,NRT,Asia Pacific,Tokyo,126,3.84
138.2.18.11,2086,2086,false,NRT,Asia Pacific,Tokyo,104,3.81
192.18.159.129,443,443,true,YYZ,North America,Toronto,283,3.81
151.145.68.166,2095,2095,false,NRT,Asia Pacific,Tokyo,101,3.81
138.2.25.122,8080,8080,false,NRT,Asia Pacific,Tokyo,102,3.79
155.248.167.70,2082,2082,false,NRT,Asia Pacific,Tokyo,109,3.77
141.147.181.148,8880,8880,false,NRT,Asia Pacific,Tokyo,79,3.73
132.145.121.242,80,80,false,HKG,Asia Pacific,Hong Kong,158,3.70
141.147.174.7,2082,2082,false,NRT,Asia Pacific,Tokyo,106,3.70
138.3.214.43,2086,2086,false,NRT,Asia Pacific,Tokyo,88,3.66
129.151.152.254,443,443,true,AMS,Europe,Amsterdam,125,3.62
155.248.163.133,8880,8880,false,NRT,Asia Pacific,Tokyo,75,3.62
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,175,3.61
150.230.216.117,2083,2083,true,NRT,Asia Pacific,Tokyo,103,3.61
168.138.194.74,443,443,true,NRT,Asia Pacific,Tokyo,99,3.60
150.230.221.219,2095,2095,false,NRT,Asia Pacific,Tokyo,97,3.56
150.230.107.197,2095,2095,false,NRT,Asia Pacific,Tokyo,97,3.55
141.147.78.139,443,443,true,FRA,Europe,Frankfurt,195,3.46
150.230.107.197,8080,8080,false,NRT,Asia Pacific,Tokyo,101,3.45
138.2.15.8,2086,2086,false,NRT,Asia Pacific,Tokyo,102,3.44
150.230.109.138,2087,2087,true,NRT,Asia Pacific,Tokyo,101,3.38
132.145.121.125,2052,2052,false,NRT,Asia Pacific,Tokyo,100,3.38
131.186.35.189,2082,2082,false,NRT,Asia Pacific,Tokyo,100,3.35
150.230.221.219,2053,2053,true,NRT,Asia Pacific,Tokyo,102,3.33
150.230.105.179,2082,2082,false,NRT,Asia Pacific,Tokyo,77,3.32
138.3.208.9,2087,2087,true,NRT,Asia Pacific,Tokyo,135,3.31
138.2.14.209,2052,2052,false,NRT,Asia Pacific,Tokyo,109,3.19
131.186.46.75,8880,8880,false,NRT,Asia Pacific,Tokyo,101,3.14
141.147.169.131,8080,8080,false,NRT,Asia Pacific,Tokyo,101,3.14
158.179.191.14,2095,2095,false,NRT,Asia Pacific,Tokyo,99,3.11
138.2.19.122,2095,2095,false,NRT,Asia Pacific,Tokyo,79,3.10
158.101.92.156,2082,2082,false,NRT,Asia Pacific,Tokyo,77,3.08
132.145.121.125,2087,2087,true,NRT,Asia Pacific,Tokyo,108,3.07
132.145.114.4,8080,8080,false,NRT,Asia Pacific,Tokyo,98,3.07
151.145.75.28,2096,2096,true,NRT,Asia Pacific,Tokyo,139,3.07
141.147.186.210,8880,8880,false,NRT,Asia Pacific,Tokyo,79,3.06
138.2.14.248,2086,2086,false,HKG,Asia Pacific,Hong Kong,168,3.05
151.145.64.170,2052,2052,false,NRT,Asia Pacific,Tokyo,78,3.03
138.3.208.9,8080,8080,false,NRT,Asia Pacific,Tokyo,104,3.03
158.178.129.114,8443,443,true,TLV,Middle East,Tel Aviv,190,3.01
168.138.212.40,2083,2083,true,NRT,Asia Pacific,Tokyo,79,3.00
138.2.31.68,8080,8080,false,HKG,Asia Pacific,Hong Kong,164,2.96
158.179.188.175,8880,8880,false,NRT,Asia Pacific,Tokyo,77,2.95
132.145.123.238,80,80,false,NRT,Asia Pacific,Tokyo,98,2.95
155.248.163.133,8080,8080,false,NRT,Asia Pacific,Tokyo,98,2.94
132.145.121.175,2086,2086,false,NRT,Asia Pacific,Tokyo,103,2.93
168.138.196.237,2086,2086,false,NRT,Asia Pacific,Tokyo,105,2.88
155.248.185.38,2087,2087,true,NRT,Asia Pacific,Tokyo,98,2.88
138.2.13.133,2053,2053,true,NRT,Asia Pacific,Tokyo,111,2.88
141.147.183.96,8443,8443,true,NRT,Asia Pacific,Tokyo,88,2.84
131.186.35.189,2052,2052,false,NRT,Asia Pacific,Tokyo,99,2.80
158.179.190.253,8880,8880,false,NRT,Asia Pacific,Tokyo,100,2.80
132.145.113.148,2052,2052,false,NRT,Asia Pacific,Tokyo,101,2.74
150.230.109.252,2082,2082,false,NRT,Asia Pacific,Tokyo,100,2.73
192.18.150.85,2083,443,true,YYZ,North America,Toronto,270,2.70
168.138.209.244,2096,2096,true,NRT,Asia Pacific,Tokyo,96,2.68
158.179.191.14,80,80,false,NRT,Asia Pacific,Tokyo,100,2.67
158.101.92.156,80,80,false,NRT,Asia Pacific,Tokyo,104,2.63
138.2.14.248,2052,2052,false,HKG,Asia Pacific,Hong Kong,159,2.63
155.248.162.160,2096,2096,true,NRT,Asia Pacific,Tokyo,99,2.62
143.47.182.56,2053,443,true,AMS,Europe,Amsterdam,169,2.61
131.186.63.35,2096,2096,true,NRT,Asia Pacific,Tokyo,102,2.55
132.145.121.125,2053,2053,true,NRT,Asia Pacific,Tokyo,113,2.54
155.248.169.71,8880,8880,false,NRT,Asia Pacific,Tokyo,79,2.53
141.147.170.160,8080,0,false,NRT,Asia Pacific,Tokyo,108,2.53
132.145.124.198,2053,2053,true,NRT,Asia Pacific,Tokyo,106,2.50
168.138.209.244,2053,2053,true,NRT,Asia Pacific,Tokyo,98,2.46
132.145.121.125,2096,2096,true,NRT,Asia Pacific,Tokyo,79,2.45
131.186.37.69,8880,8880,false,NRT,Asia Pacific,Tokyo,106,2.42
164.152.26.70,2086,443,true,ORD,North America,Chicago,214,2.41
150.230.219.83,2083,2083,true,NRT,Asia Pacific,Tokyo,89,2.39
150.230.105.228,2087,2087,true,HKG,Asia Pacific,Hong Kong,166,2.38
155.248.165.169,2083,2083,true,NRT,Asia Pacific,Tokyo,106,2.34
141.147.65.188,443,443,true,FRA,Europe,Frankfurt,222,2.31
138.3.211.101,2096,2096,true,NRT,Asia Pacific,Tokyo,171,2.31
158.179.180.233,8880,8880,false,NRT,Asia Pacific,Tokyo,77,2.29
143.47.182.56,8443,443,true,AMS,Europe,Amsterdam,177,2.26
158.101.92.156,8080,8080,false,NRT,Asia Pacific,Tokyo,99,2.25
40.233.77.86,443,443,true,YYZ,North America,Toronto,282,2.25
150.230.105.179,2053,2053,true,NRT,Asia Pacific,Tokyo,84,2.21
150.230.214.218,2087,2087,true,NRT,Asia Pacific,Tokyo,103,2.17
132.145.120.182,2053,2053,true,NRT,Asia Pacific,Tokyo,101,2.16
151.145.70.28,2083,2083,true,NRT,Asia Pacific,Tokyo,78,2.14
150.230.98.39,2082,2082,false,NRT,Asia Pacific,Tokyo,100,2.13
138.2.11.179,2083,2083,true,NRT,Asia Pacific,Tokyo,104,2.11
150.230.222.185,2095,2095,false,NRT,Asia Pacific,Tokyo,101,2.11
138.3.214.43,2096,2096,true,NRT,Asia Pacific,Tokyo,154,2.06
141.147.170.160,2095,2095,false,NRT,Asia Pacific,Tokyo,101,2.03
150.230.98.39,8443,8443,true,NRT,Asia Pacific,Tokyo,110,2.00
158.179.191.14,2082,2082,false,NRT,Asia Pacific,Tokyo,110,1.99
138.3.212.162,8880,8880,false,NRT,Asia Pacific,Tokyo,106,1.98
138.2.18.11,2083,2083,true,NRT,Asia Pacific,Tokyo,127,1.96
158.101.92.156,2095,2095,false,NRT,Asia Pacific,Tokyo,95,1.96
150.230.105.179,8080,8080,false,NRT,Asia Pacific,Tokyo,102,1.94
138.3.212.162,2082,2082,false,NRT,Asia Pacific,Tokyo,117,1.93
132.145.114.250,8443,8443,true,NRT,Asia Pacific,Tokyo,130,1.89
168.138.212.175,2096,2096,true,NRT,Asia Pacific,Tokyo,79,1.86
168.138.196.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,154,1.84
131.186.35.189,2095,2095,false,NRT,Asia Pacific,Tokyo,102,1.82
155.248.163.133,2083,2083,true,NRT,Asia Pacific,Tokyo,118,1.82
141.147.85.59,443,443,true,IAD,North America,Ashburn,182,1.79
151.145.64.170,2086,2086,false,NRT,Asia Pacific,Tokyo,105,1.78
151.145.64.170,2096,2096,true,NRT,Asia Pacific,Tokyo,102,1.70
155.248.163.133,2096,2096,true,NRT,Asia Pacific,Tokyo,103,1.66
141.147.175.230,2096,2096,true,NRT,Asia Pacific,Tokyo,85,1.66
155.248.174.71,2087,2087,true,NRT,Asia Pacific,Tokyo,100,1.65
150.230.105.179,2096,2096,true,NRT,Asia Pacific,Tokyo,100,1.63
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,203,1.62
151.145.64.170,2087,2087,true,NRT,Asia Pacific,Tokyo,102,1.62
151.145.64.170,80,80,false,NRT,Asia Pacific,Tokyo,101,1.61
155.248.163.133,2082,2082,false,NRT,Asia Pacific,Tokyo,98,1.61
168.138.213.210,2096,2096,true,NRT,Asia Pacific,Tokyo,78,1.59
141.147.71.69,443,443,true,FRA,Europe,Frankfurt,175,1.57
84.235.173.26,443,443,true,FRA,Europe,Frankfurt,282,1.55
150.230.105.179,2083,2083,true,NRT,Asia Pacific,Tokyo,104,1.54
158.179.191.14,2053,2053,true,NRT,Asia Pacific,Tokyo,113,1.53
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,168,1.49
151.145.71.127,2086,2086,false,NRT,Asia Pacific,Tokyo,100,1.48
155.248.163.133,2086,2086,false,NRT,Asia Pacific,Tokyo,99,1.48
141.147.81.27,443,443,true,FRA,Europe,Frankfurt,219,1.47
150.230.105.179,8443,8443,true,NRT,Asia Pacific,Tokyo,101,1.46
168.138.50.249,443,443,true,KIX,Asia Pacific,Osaka,105,1.42
131.186.36.248,2053,2053,true,NRT,Asia Pacific,Tokyo,106,1.41
155.248.182.244,80,80,false,NRT,Asia Pacific,Tokyo,98,1.38
155.248.160.116,2053,2053,true,NRT,Asia Pacific,Tokyo,97,1.35
146.56.133.140,2096,80,false,NRT,Asia Pacific,Tokyo,92,1.35
131.186.60.162,8443,8443,true,NRT,Asia Pacific,Tokyo,75,1.34
158.179.178.142,2086,2086,false,NRT,Asia Pacific,Tokyo,95,1.33
138.3.208.9,80,80,false,NRT,Asia Pacific,Tokyo,116,1.31
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,191,1.30
158.179.186.138,2087,2087,true,NRT,Asia Pacific,Tokyo,111,1.29
168.138.212.175,2086,2086,false,NRT,Asia Pacific,Tokyo,103,1.27
155.248.163.133,2095,2095,false,NRT,Asia Pacific,Tokyo,108,1.26
168.138.196.164,2096,2096,true,HKG,Asia Pacific,Hong Kong,174,1.24
131.186.40.31,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,1.18
155.248.180.103,2096,2096,true,NRT,Asia Pacific,Tokyo,119,1.17
158.179.191.14,8880,8880,false,NRT,Asia Pacific,Tokyo,106,1.17
158.101.92.156,2086,2086,false,NRT,Asia Pacific,Tokyo,78,1.14
150.230.208.83,2053,2053,true,NRT,Asia Pacific,Tokyo,101,1.12
155.248.163.133,2053,2053,true,NRT,Asia Pacific,Tokyo,107,1.09
138.3.212.162,2053,2053,true,NRT,Asia Pacific,Tokyo,181,1.04
141.147.178.115,2083,2083,true,NRT,Asia Pacific,Tokyo,95,1.04
155.248.163.133,80,80,false,NRT,Asia Pacific,Tokyo,118,1.02
155.248.176.68,2082,2082,false,NRT,Asia Pacific,Tokyo,80,1.01
141.147.189.242,2083,2083,true,NRT,Asia Pacific,Tokyo,102,1.01
150.230.22.26,443,443,true,CDG,Europe,Paris,186,1.00
132.145.121.125,8443,8443,true,NRT,Asia Pacific,Tokyo,77,0.96
151.145.64.170,2095,2095,false,NRT,Asia Pacific,Tokyo,99,0.94
132.145.120.115,8443,8443,true,NRT,Asia Pacific,Tokyo,109,0.92
150.230.105.179,8880,8880,false,NRT,Asia Pacific,Tokyo,86,0.88
150.230.105.179,2087,2087,true,NRT,Asia Pacific,Tokyo,76,0.88
192.18.149.159,443,443,true,YYZ,North America,Toronto,230,0.86
132.145.121.125,2083,2083,true,NRT,Asia Pacific,Tokyo,103,0.81
138.3.211.101,2083,2083,true,NRT,Asia Pacific,Tokyo,173,0.79
132.145.121.242,2095,2095,false,HKG,Asia Pacific,Hong Kong,158,0.77
138.2.14.164,8443,8443,true,NRT,Asia Pacific,Tokyo,102,0.77
131.186.38.135,2087,2087,true,NRT,Asia Pacific,Tokyo,102,0.74
132.145.123.159,2083,2083,true,NRT,Asia Pacific,Tokyo,124,0.71
155.248.163.133,8443,8443,true,NRT,Asia Pacific,Tokyo,122,0.71
150.230.207.53,2087,2087,true,NRT,Asia Pacific,Tokyo,104,0.70
155.248.176.28,8443,8443,true,NRT,Asia Pacific,Tokyo,99,0.70
149.130.218.26,80,80,false,ORD,North America,Chicago,222,0.68
152.70.125.176,443,443,true,SJC,North America,San Jose,516,0.66
132.145.126.204,2087,2087,true,NRT,Asia Pacific,Tokyo,77,0.64
158.179.191.14,2083,2083,true,NRT,Asia Pacific,Tokyo,105,0.62
138.3.212.162,2083,2083,true,NRT,Asia Pacific,Tokyo,111,0.61
151.145.68.166,2096,2096,true,NRT,Asia Pacific,Tokyo,81,0.58
158.179.191.14,2087,2087,true,NRT,Asia Pacific,Tokyo,98,0.57
138.2.75.236,80,0,false,SIN,Asia Pacific,Singapore,3,0.52
168.138.78.149,8443,8443,true,YUL,North America,Montréal,323,0.52
158.179.180.233,2082,2082,false,NRT,Asia Pacific,Tokyo,86,0.51
141.147.182.70,2083,2083,true,NRT,Asia Pacific,Tokyo,114,0.50
158.179.191.14,2052,2052,false,NRT,Asia Pacific,Tokyo,76,0.41
192.18.138.99,443,443,true,SJC,North America,San Jose,392,0.34
138.2.108.118,8880,0,false,SIN,Asia Pacific,Singapore,28,0.33
168.138.185.253,2082,0,false,SIN,Asia Pacific,Singapore,3,0.33
192.18.145.19,2096,443,true,YYZ,North America,Toronto,228,0.32
138.2.108.118,8080,0,false,SIN,Asia Pacific,Singapore,18,0.29
138.2.108.118,2095,0,false,SIN,Asia Pacific,Singapore,13,0.28
129.153.61.213,443,443,true,YYZ,North America,Toronto,255,0.27
138.2.108.118,2052,0,false,SIN,Asia Pacific,Singapore,29,0.24
138.2.108.118,2082,0,false,SIN,Asia Pacific,Singapore,25,0.23
138.2.108.118,2086,0,false,SIN,Asia Pacific,Singapore,20,0.22
168.138.185.253,2095,0,false,SIN,Asia Pacific,Singapore,2,0.22
89.168.86.206,443,443,true,FRA,Europe,Frankfurt,256,0.18
89.168.67.212,443,443,true,FRA,Europe,Frankfurt,176,0.16
158.178.146.84,80,0,false,AMS,Europe,Amsterdam,169,0.16
192.9.132.76,443,443,true,SJC,North America,San Jose,471,0.15
138.2.108.118,2096,0,true,SIN,Asia Pacific,Singapore,65,0.14
192.18.150.176,2087,443,true,YYZ,North America,Toronto,303,0.14
192.9.246.112,8443,443,true,SJC,North America,San Jose,560,0.13
150.230.98.140,80,0,false,NRT,Asia Pacific,Tokyo,98,0.12
138.2.108.118,2087,0,true,SIN,Asia Pacific,Singapore,49,0.12
143.47.182.76,80,0,false,AMS,Europe,Amsterdam,168,0.12
138.2.108.118,2083,0,true,SIN,Asia Pacific,Singapore,53,0.12
193.123.32.167,443,0,true,FRA,Europe,Frankfurt,302,0.11
