IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
138.3.250.60,443,443,true,FRA,Europe,Frankfurt,175,2.44
141.147.168.159,2096,2096,true,NRT,Asia Pacific,Tokyo,77,2.43
151.145.64.170,2082,2082,false,NRT,Asia Pacific,Tokyo,81,2.37
141.147.67.18,443,443,true,FRA,Europe,Frankfurt,173,2.35
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,179,2.29
151.145.64.170,2086,2086,false,NRT,Asia Pacific,Tokyo,100,2.28
158.179.191.14,80,80,false,NRT,Asia Pacific,Tokyo,101,2.27
158.178.129.114,8443,443,true,TLV,Middle East,Tel Aviv,180,2.22
158.179.183.2,2096,2096,true,NRT,Asia Pacific,Tokyo,146,2.22
146.235.231.168,443,443,true,SJC,North America,San Jose,380,2.21
168.138.194.121,8443,8443,true,NRT,Asia Pacific,Tokyo,78,2.20
150.230.47.17,443,443,true,SJC,North America,San Jose,429,2.15
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,185,2.14
150.230.208.113,2096,2096,true,NRT,Asia Pacific,Tokyo,126,2.13
138.3.215.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,160,2.12
150.230.221.114,2053,2053,true,NRT,Asia Pacific,Tokyo,99,2.08
158.179.189.235,2087,2087,true,NRT,Asia Pacific,Tokyo,152,2.07
158.179.191.14,2096,2096,true,NRT,Asia Pacific,Tokyo,112,2.05
151.145.64.170,8443,8443,true,NRT,Asia Pacific,Tokyo,115,2.03
168.138.78.149,8443,8443,true,YUL,North America,Montréal,256,2.01
158.101.193.198,443,443,true,FRA,Europe,Frankfurt,205,2.01
168.138.201.0,443,443,true,NRT,Asia Pacific,Tokyo,97,2.00
141.147.179.64,80,80,false,NRT,Asia Pacific,Tokyo,105,1.99
168.138.196.237,2086,2086,false,NRT,Asia Pacific,Tokyo,104,1.95
158.101.220.115,443,443,true,FRA,Europe,Frankfurt,200,1.93
151.145.69.105,2086,2086,false,HKG,Asia Pacific,Hong Kong,158,1.93
138.3.215.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,147,1.90
150.230.207.53,2087,2087,true,NRT,Asia Pacific,Tokyo,97,1.90
141.147.183.96,2052,2052,false,NRT,Asia Pacific,Tokyo,102,1.82
168.138.211.217,2053,2053,true,NRT,Asia Pacific,Tokyo,138,1.80
150.230.220.232,2096,2096,true,NRT,Asia Pacific,Tokyo,99,1.71
140.83.37.145,80,80,false,NRT,Asia Pacific,Tokyo,101,1.69
151.145.64.170,2052,2052,false,NRT,Asia Pacific,Tokyo,101,1.68
141.147.170.160,2087,2087,true,NRT,Asia Pacific,Tokyo,108,1.63
151.145.64.170,2083,2083,true,NRT,Asia Pacific,Tokyo,81,1.59
168.138.194.121,2096,2096,true,NRT,Asia Pacific,Tokyo,108,1.58
151.145.64.170,2095,2095,false,NRT,Asia Pacific,Tokyo,111,1.57
141.147.170.160,2095,2095,false,NRT,Asia Pacific,Tokyo,105,1.56
151.145.64.170,8080,8080,false,NRT,Asia Pacific,Tokyo,103,1.56
138.3.223.70,2086,2086,false,NRT,Asia Pacific,Tokyo,75,1.56
151.145.64.170,2096,2096,true,NRT,Asia Pacific,Tokyo,117,1.55
141.147.69.46,443,443,true,FRA,Europe,Frankfurt,223,1.53
141.147.170.160,2052,2052,false,NRT,Asia Pacific,Tokyo,98,1.53
151.145.64.170,8880,8880,false,NRT,Asia Pacific,Tokyo,105,1.50
146.235.199.6,443,443,true,SJC,North America,San Jose,354,1.49
138.3.215.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,164,1.48
140.83.37.145,2086,2086,false,NRT,Asia Pacific,Tokyo,76,1.44
141.147.169.131,2095,2095,false,NRT,Asia Pacific,Tokyo,110,1.42
141.147.191.132,2087,2087,true,NRT,Asia Pacific,Tokyo,139,1.36
146.235.219.98,443,443,true,SJC,North America,San Jose,345,1.34
168.138.200.155,2087,2087,true,NRT,Asia Pacific,Tokyo,86,1.32
140.83.37.145,2095,2095,false,NRT,Asia Pacific,Tokyo,100,1.26
141.147.170.160,2053,2053,true,NRT,Asia Pacific,Tokyo,112,1.25
151.145.64.170,2053,2053,true,NRT,Asia Pacific,Tokyo,101,1.24
168.138.196.164,2096,2096,true,HKG,Asia Pacific,Hong Kong,170,1.19
141.147.183.96,2087,2087,true,NRT,Asia Pacific,Tokyo,101,1.17
141.147.191.211,2087,2087,true,NRT,Asia Pacific,Tokyo,106,1.16
168.138.209.84,8443,8443,true,NRT,Asia Pacific,Tokyo,101,1.15
141.147.186.210,2053,2053,true,NRT,Asia Pacific,Tokyo,84,1.14
138.3.220.4,2096,2096,true,NRT,Asia Pacific,Tokyo,107,1.06
141.147.170.160,8880,8880,false,NRT,Asia Pacific,Tokyo,75,1.05
193.123.233.143,2096,80,false,NRT,Asia Pacific,Tokyo,100,1.04
140.238.41.167,2083,2083,true,NRT,Asia Pacific,Tokyo,102,1.02
141.147.191.132,2096,2096,true,NRT,Asia Pacific,Tokyo,123,0.98
168.138.196.237,2096,2096,true,NRT,Asia Pacific,Tokyo,113,0.97
158.179.191.14,2083,2083,true,NRT,Asia Pacific,Tokyo,128,0.97
146.235.227.37,443,443,true,SJC,North America,San Jose,459,0.95
168.138.200.155,2096,2096,true,NRT,Asia Pacific,Tokyo,113,0.92
168.138.195.31,2053,2053,true,NRT,Asia Pacific,Tokyo,103,0.91
138.3.222.204,2083,2083,true,NRT,Asia Pacific,Tokyo,102,0.87
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,178,0.86
168.138.200.155,80,80,false,NRT,Asia Pacific,Tokyo,98,0.84
141.147.178.135,8080,8080,false,HKG,Asia Pacific,Hong Kong,173,0.81
141.147.170.160,2083,2083,true,NRT,Asia Pacific,Tokyo,77,0.73
129.159.84.71,443,443,true,IAD,North America,Ashburn,265,0.72
158.179.191.14,8080,8080,false,NRT,Asia Pacific,Tokyo,99,0.70
158.179.178.145,8443,8443,true,NRT,Asia Pacific,Tokyo,139,0.70
168.138.200.159,2096,2096,true,NRT,Asia Pacific,Tokyo,93,0.69
152.70.107.26,8443,8443,true,NRT,Asia Pacific,Tokyo,97,0.67
140.238.51.184,2083,2083,true,NRT,Asia Pacific,Tokyo,99,0.65
141.147.169.195,2087,2087,true,NRT,Asia Pacific,Tokyo,115,0.64
146.235.218.129,443,443,true,SJC,North America,San Jose,359,0.64
140.238.32.112,2087,0,true,NRT,Asia Pacific,Tokyo,106,0.59
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,173,0.52
168.138.198.202,2052,2052,false,NRT,Asia Pacific,Tokyo,104,0.44
140.83.37.145,2052,2052,false,NRT,Asia Pacific,Tokyo,79,0.42
141.147.170.160,8080,8080,false,NRT,Asia Pacific,Tokyo,98,0.41
158.179.206.143,443,443,true,ARN,Europe,Stockholm,196,0.38
168.138.185.253,8880,0,false,SIN,Asia Pacific,Singapore,3,0.35
168.138.185.253,2052,0,false,SIN,Asia Pacific,Singapore,6,0.34
168.138.185.253,8080,0,false,SIN,Asia Pacific,Singapore,66,0.33
168.138.185.253,2082,0,false,SIN,Asia Pacific,Singapore,2,0.32
150.230.47.208,443,443,true,SJC,North America,San Jose,362,0.31
168.138.185.253,2086,0,false,SIN,Asia Pacific,Singapore,4,0.31
193.122.93.138,80,80,false,ATH,Europe,Athens,229,0.22
192.9.157.76,443,8443,true,SJC,North America,San Jose,370,0.19
168.138.185.253,2083,0,true,SIN,Asia Pacific,Singapore,6,0.19
140.83.54.38,443,443,true,KIX,Asia Pacific,Osaka,102,0.16
168.138.185.253,2096,0,true,SIN,Asia Pacific,Singapore,4,0.11
143.47.182.76,80,0,false,AMS,Europe,Amsterdam,189,0.09
138.2.35.151,80,0,false,KIX,Asia Pacific,Osaka,103,0.08
138.2.236.73,80,0,false,SJC,North America,San Jose,394,0.07
168.138.197.87,80,0,false,NRT,Asia Pacific,Tokyo,78,0.07
150.230.213.65,80,0,false,NRT,Asia Pacific,Tokyo,98,0.06
158.179.186.170,80,0,false,NRT,Asia Pacific,Tokyo,97,0.06
168.138.185.253,80,0,false,SIN,Asia Pacific,Singapore,3,0.06
150.230.217.29,80,0,false,NRT,Asia Pacific,Tokyo,107,0.06
168.138.185.253,8443,0,true,SIN,Asia Pacific,Singapore,42,0.06
138.3.216.181,80,0,false,NRT,Asia Pacific,Tokyo,100,0.06
143.47.178.255,80,0,false,AMS,Europe,Amsterdam,183,0.06
152.70.102.142,80,0,false,NRT,Asia Pacific,Tokyo,96,0.06
40.233.85.79,80,0,false,YYZ,North America,Toronto,265,0.06
138.2.230.61,80,0,false,SJC,North America,San Jose,389,0.06
138.3.216.181,8880,0,false,NRT,Asia Pacific,Tokyo,111,0.05
158.179.186.170,2082,0,false,NRT,Asia Pacific,Tokyo,98,0.05
158.179.186.170,2086,0,false,NRT,Asia Pacific,Tokyo,111,0.05
150.230.213.65,2095,0,false,NRT,Asia Pacific,Tokyo,86,0.05
150.230.217.29,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
132.226.0.181,2052,0,false,NRT,Asia Pacific,Tokyo,114,0.05
138.3.244.36,80,0,false,FRA,Europe,Frankfurt,166,0.05
151.145.65.108,8080,0,false,NRT,Asia Pacific,Tokyo,76,0.05
129.150.48.166,2095,0,false,SIN,Asia Pacific,Singapore,18,0.04
150.230.213.65,8080,0,false,NRT,Asia Pacific,Tokyo,100,0.04
129.150.48.166,80,0,false,SIN,Asia Pacific,Singapore,9,0.04
151.145.65.108,2095,0,false,NRT,Asia Pacific,Tokyo,103,0.04
158.179.184.144,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.04
158.179.186.170,8880,0,false,NRT,Asia Pacific,Tokyo,102,0.04
158.179.184.144,2082,0,false,NRT,Asia Pacific,Tokyo,82,0.04
151.145.65.108,2086,0,false,NRT,Asia Pacific,Tokyo,99,0.04
158.179.184.144,2086,0,false,NRT,Asia Pacific,Tokyo,108,0.04
143.47.45.82,80,0,false,MAD,Europe,Madrid,152,0.04
158.179.184.144,2052,0,false,NRT,Asia Pacific,Tokyo,81,0.04
138.3.216.181,2095,0,false,NRT,Asia Pacific,Tokyo,102,0.04
150.230.213.65,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.04
152.70.102.142,2052,0,false,NRT,Asia Pacific,Tokyo,87,0.04
150.230.213.65,8880,0,false,NRT,Asia Pacific,Tokyo,98,0.04
150.230.213.65,2082,0,false,NRT,Asia Pacific,Tokyo,98,0.04
158.179.184.144,8080,0,false,NRT,Asia Pacific,Tokyo,100,0.04
132.226.0.181,2086,0,false,NRT,Asia Pacific,Tokyo,111,0.04
132.226.0.181,8880,0,false,NRT,Asia Pacific,Tokyo,103,0.04
138.3.222.50,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.04
158.179.184.144,2095,0,false,NRT,Asia Pacific,Tokyo,86,0.04
150.230.217.29,2082,0,false,NRT,Asia Pacific,Tokyo,107,0.04
150.230.217.29,2095,0,false,NRT,Asia Pacific,Tokyo,100,0.04
152.70.102.142,8080,0,false,NRT,Asia Pacific,Tokyo,99,0.04
138.3.216.181,8080,0,false,NRT,Asia Pacific,Tokyo,81,0.04
152.70.117.255,80,0,false,SJC,North America,San Jose,358,0.04
132.145.123.6,2052,0,false,NRT,Asia Pacific,Tokyo,102,0.04
152.70.102.142,2082,0,false,NRT,Asia Pacific,Tokyo,112,0.04
158.179.186.170,2095,0,false,NRT,Asia Pacific,Tokyo,100,0.04
152.70.102.142,2086,0,false,NRT,Asia Pacific,Tokyo,97,0.04
138.3.216.181,2052,0,false,NRT,Asia Pacific,Tokyo,102,0.04
150.230.213.65,2052,0,false,NRT,Asia Pacific,Tokyo,106,0.04
138.3.222.50,8080,0,false,NRT,Asia Pacific,Tokyo,101,0.04
150.230.217.29,2052,0,false,NRT,Asia Pacific,Tokyo,99,0.04
150.230.217.29,2086,0,false,NRT,Asia Pacific,Tokyo,104,0.04
132.145.123.6,2086,0,false,NRT,Asia Pacific,Tokyo,104,0.04
144.24.87.205,80,0,false,ICN,Asia Pacific,Seoul,67,0.04
138.3.222.50,2052,0,false,NRT,Asia Pacific,Tokyo,109,0.03
132.226.0.181,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.03
152.70.171.64,443,0,true,FRA,Europe,Frankfurt,190,0.03
130.61.87.219,2083,443,true,FRA,Europe,Frankfurt,165,0.03
130.61.87.219,443,443,true,FRA,Europe,Frankfurt,168,0.03
129.146.23.172,80,0,false,LAX,North America,Los Angeles,209,0.03
138.2.234.238,80,0,false,SJC,North America,San Jose,408,0.03
158.179.186.170,2052,0,false,NRT,Asia Pacific,Tokyo,97,0.03
158.178.200.216,80,0,false,CDG,Europe,Paris,408,0.03
68.233.110.141,80,0,false,SIN,Asia Pacific,Singapore,43,0.03
152.70.102.142,2096,0,true,NRT,Asia Pacific,Tokyo,115,0.03
150.230.213.65,2053,0,true,NRT,Asia Pacific,Tokyo,78,0.03
150.230.213.65,2083,0,true,NRT,Asia Pacific,Tokyo,101,0.02
140.238.42.149,2096,0,true,NRT,Asia Pacific,Tokyo,101,0.02
158.179.186.170,8443,0,true,NRT,Asia Pacific,Tokyo,97,0.02
138.3.222.50,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.02
132.226.0.181,8443,0,true,NRT,Asia Pacific,Tokyo,92,0.02
152.69.213.165,80,0,false,SIN,Asia Pacific,Singapore,3,0.02
152.69.213.165,443,0,false,SIN,Asia Pacific,Singapore,1,0.02
138.2.154.115,80,0,false,FRA,Europe,Frankfurt,190,0.02
150.230.217.29,2083,0,true,NRT,Asia Pacific,Tokyo,135,0.02
158.179.184.144,2087,0,true,NRT,Asia Pacific,Tokyo,103,0.02
158.179.186.170,2083,0,true,NRT,Asia Pacific,Tokyo,111,0.02
158.179.184.144,2096,0,true,NRT,Asia Pacific,Tokyo,99,0.02
132.226.0.181,2096,0,true,NRT,Asia Pacific,Tokyo,106,0.02
152.70.102.142,8443,0,true,NRT,Asia Pacific,Tokyo,102,0.02
132.226.0.181,2083,0,true,NRT,Asia Pacific,Tokyo,75,0.02
138.2.229.233,80,0,false,SJC,North America,San Jose,373,0.02
150.230.213.65,8443,0,true,NRT,Asia Pacific,Tokyo,77,0.02
140.83.36.199,2095,0,false,NRT,Asia Pacific,Tokyo,100,0.02
150.230.217.29,2087,0,true,NRT,Asia Pacific,Tokyo,86,0.02
138.3.222.50,2096,0,true,NRT,Asia Pacific,Tokyo,106,0.02
138.3.216.181,8443,0,true,NRT,Asia Pacific,Tokyo,104,0.02
140.238.37.162,2096,0,true,NRT,Asia Pacific,Tokyo,129,0.02
150.230.213.65,2096,0,true,NRT,Asia Pacific,Tokyo,105,0.02
158.179.186.170,2096,0,true,NRT,Asia Pacific,Tokyo,83,0.02
150.230.217.29,8443,0,true,NRT,Asia Pacific,Tokyo,106,0.02
158.179.184.144,8443,0,true,NRT,Asia Pacific,Tokyo,98,0.02
150.230.217.29,2096,0,true,NRT,Asia Pacific,Tokyo,89,0.02
150.230.213.65,2087,0,true,NRT,Asia Pacific,Tokyo,99,0.01
129.146.175.56,80,0,false,LAX,North America,Los Angeles,204,0.01
213.35.111.222,80,0,false,SIN,Asia Pacific,Singapore,51,0.01
138.3.216.181,2096,0,true,NRT,Asia Pacific,Tokyo,81,0.01
158.179.186.170,2087,0,true,NRT,Asia Pacific,Tokyo,100,0.01
143.47.109.11,8080,0,false,IAD,North America,Ashburn,224,0.01
150.230.217.29,2053,0,true,NRT,Asia Pacific,Tokyo,101,0.01
138.2.230.90,2095,0,false,SJC,North America,San Jose,391,0.01
144.24.163.83,2095,0,false,FRA,Europe,Frankfurt,168,0.01
155.248.206.78,2095,0,false,SJC,North America,San Jose,294,0.01
138.2.229.38,2095,0,false,SJC,North America,San Jose,418,0.01
138.3.216.181,2082,0,false,NRT,Asia Pacific,Tokyo,100,0.01
130.162.232.71,2095,0,false,FRA,Europe,Frankfurt,190,0.01
141.144.250.193,2095,0,false,FRA,Europe,Frankfurt,180,0.01
146.56.134.155,443,0,false,ICN,Asia Pacific,Seoul,89,0.01
151.145.65.108,8880,0,false,NRT,Asia Pacific,Tokyo,113,0.01
138.2.181.173,2095,0,false,FRA,Europe,Frankfurt,188,0.01
132.226.0.181,2053,0,true,NRT,Asia Pacific,Tokyo,104,0.01
132.226.0.181,2087,0,true,NRT,Asia Pacific,Tokyo,76,0.01
151.145.65.108,2083,0,true,NRT,Asia Pacific,Tokyo,101,0.01
151.145.65.108,2096,0,true,NRT,Asia Pacific,Tokyo,77,0.01
192.9.138.102,80,0,false,SJC,North America,San Jose,357,0.01
151.145.65.108,8443,0,true,NRT,Asia Pacific,Tokyo,100,0.01
158.179.184.144,2053,0,true,NRT,Asia Pacific,Tokyo,77,0.01
140.238.42.149,2083,0,true,NRT,Asia Pacific,Tokyo,99,0.01
146.235.227.66,80,0,false,SJC,North America,San Jose,446,0.01
158.178.150.142,80,0,false,AMS,Europe,Amsterdam,166,0.01
138.3.222.50,2087,0,true,NRT,Asia Pacific,Tokyo,105,0.01
138.3.214.94,80,0,false,NRT,Asia Pacific,Tokyo,107,0.01
158.101.47.60,80,0,false,LAX,North America,Los Angeles,173,0.01
146.235.200.252,80,0,false,SJC,North America,San Jose,450,0.01
129.159.34.113,80,0,false,SJC,North America,San Jose,353,0.00
155.248.205.22,80,0,false,SJC,North America,San Jose,330,0.00
144.24.88.94,80,0,false,ICN,Asia Pacific,Seoul,67,0.00
140.83.48.123,80,0,false,NRT,Asia Pacific,Tokyo,107,0.00
168.138.198.241,8080,0,false,NRT,Asia Pacific,Tokyo,103,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,92,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,67,0.00
129.151.167.170,80,0,false,NBO,Africa,Nairobi,303,0.00
146.235.218.69,80,0,false,SJC,North America,San Jose,327,0.00
140.238.8.180,8080,0,false,ICN,Asia Pacific,Seoul,121,0.00
141.147.88.36,80,0,false,LHR,Europe,London,182,0.00
132.145.65.139,80,0,false,LHR,Europe,London,160,0.00
150.230.202.145,80,0,false,HKG,Asia Pacific,Hong Kong,98,0.00
193.122.123.249,80,0,false,ICN,Asia Pacific,Seoul,66,0.00
129.151.163.221,80,0,false,NBO,Africa,Nairobi,311,0.00
152.67.221.236,80,0,false,ICN,Asia Pacific,Seoul,75,0.00
138.2.141.104,80,0,false,FRA,Europe,Frankfurt,177,0.00
193.122.114.77,80,0,false,NRT,Asia Pacific,Tokyo,92,0.00
140.238.11.53,80,0,false,NRT,Asia Pacific,Tokyo,91,0.00
130.162.160.241,80,0,false,LHR,Europe,London,171,0.00
141.148.225.67,80,0,false,AMS,Europe,Amsterdam,168,0.00
192.18.135.194,80,0,false,SJC,North America,San Jose,374,0.00
158.178.149.128,80,0,false,YUL,North America,Montréal,187,0.00
141.147.103.238,80,0,false,LHR,Europe,London,159,0.00
158.178.241.45,2095,0,false,SIN,Asia Pacific,Singapore,2,0.00
158.178.242.56,2052,2052,false,SIN,Asia Pacific,Singapore,2,0.00
158.178.241.45,2082,0,false,SIN,Asia Pacific,Singapore,2,0.00
213.35.98.197,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.00
138.2.104.2,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
158.178.242.56,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
158.178.241.45,2053,0,true,SIN,Asia Pacific,Singapore,6,0.00
168.138.177.109,443,0,true,SIN,Asia Pacific,Singapore,10,0.00
146.235.17.31,443,443,true,SIN,Asia Pacific,Singapore,13,0.00
213.35.98.197,2087,2087,true,SIN,Asia Pacific,Singapore,13,0.00
138.2.108.118,2052,0,false,SIN,Asia Pacific,Singapore,31,0.00
158.178.242.5,80,0,false,SIN,Asia Pacific,Singapore,34,0.00
158.178.241.45,8080,0,false,SIN,Asia Pacific,Singapore,37,0.00
158.178.246.169,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
129.154.252.32,443,0,true,BOM,Asia Pacific,Mumbai,58,0.00
150.230.131.104,443,0,true,HYD,Asia Pacific,Hyderabad,61,0.00
146.56.132.2,80,0,false,NRT,Asia Pacific,Tokyo,66,0.00
150.230.252.145,80,0,false,ICN,Asia Pacific,Seoul,68,0.00
129.154.53.28,443,443,true,ICN,Asia Pacific,Seoul,72,0.00
144.24.83.39,443,443,true,ICN,Asia Pacific,Seoul,75,0.00
132.145.112.168,80,0,false,NRT,Asia Pacific,Tokyo,75,0.00
140.83.35.10,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.00
155.248.168.251,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.101.13,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
141.147.162.204,2083,2083,true,NRT,Asia Pacific,Tokyo,75,0.00
150.230.97.239,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.101.125,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.00
131.186.36.248,2086,0,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.137.96,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.00
168.138.206.236,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.00
158.179.190.253,2053,2053,true,NRT,Asia Pacific,Tokyo,75,0.00
168.138.198.202,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.68.48,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.00
168.138.213.210,2086,2086,false,NRT,Asia Pacific,Tokyo,76,0.00
138.3.222.50,80,0,false,NRT,Asia Pacific,Tokyo,76,0.00
158.101.146.160,8080,8080,false,NRT,Asia Pacific,Tokyo,76,0.00
158.101.140.255,2095,0,false,NRT,Asia Pacific,Tokyo,76,0.00
151.145.65.108,2087,0,true,NRT,Asia Pacific,Tokyo,77,0.00
150.230.106.21,2082,2082,false,NRT,Asia Pacific,Tokyo,77,0.00
140.238.37.162,80,0,false,NRT,Asia Pacific,Tokyo,77,0.00
131.186.63.127,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.00
140.238.41.253,80,0,false,NRT,Asia Pacific,Tokyo,77,0.00
129.150.49.14,443,443,true,SIN,Asia Pacific,Singapore,77,0.00
132.226.0.181,80,0,false,NRT,Asia Pacific,Tokyo,77,0.00
138.2.18.11,2052,2052,false,NRT,Asia Pacific,Tokyo,77,0.00
158.179.183.2,8443,8443,true,NRT,Asia Pacific,Tokyo,77,0.00
150.230.105.179,2096,0,true,NRT,Asia Pacific,Tokyo,77,0.00
138.3.216.67,80,80,false,NRT,Asia Pacific,Tokyo,77,0.00
152.70.99.187,2086,2086,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.146.160,2096,0,true,NRT,Asia Pacific,Tokyo,77,0.00
155.248.181.4,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.00
150.230.105.183,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.00
140.238.60.177,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.00
138.2.19.154,2095,0,false,NRT,Asia Pacific,Tokyo,78,0.00
144.24.90.194,443,443,true,ICN,Asia Pacific,Seoul,78,0.00
141.147.167.44,2053,2053,true,NRT,Asia Pacific,Tokyo,78,0.00
155.248.162.160,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.00
150.230.98.39,8080,8080,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.140.154,2086,2086,false,NRT,Asia Pacific,Tokyo,78,0.00
150.230.106.21,8880,8880,false,NRT,Asia Pacific,Tokyo,78,0.00
132.226.14.155,8080,0,false,NRT,Asia Pacific,Tokyo,78,0.00
155.248.177.210,8443,8443,true,NRT,Asia Pacific,Tokyo,78,0.00
150.230.105.179,8080,8080,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.98.39,80,80,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.105.183,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.00
132.226.6.5,2086,2086,false,NRT,Asia Pacific,Tokyo,79,0.00
155.248.177.90,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.107.94,2082,2082,false,NRT,Asia Pacific,Tokyo,80,0.00
150.230.107.94,2095,2095,false,NRT,Asia Pacific,Tokyo,81,0.00
150.230.108.82,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.00
151.145.74.56,2053,0,true,NRT,Asia Pacific,Tokyo,81,0.00
168.138.200.159,2053,2053,true,NRT,Asia Pacific,Tokyo,81,0.00
168.138.205.38,2053,2053,true,NRT,Asia Pacific,Tokyo,81,0.00
138.2.20.230,80,80,false,NRT,Asia Pacific,Tokyo,81,0.00
150.230.205.56,2053,2053,true,NRT,Asia Pacific,Tokyo,82,0.00
140.83.53.190,443,443,true,KIX,Asia Pacific,Osaka,82,0.00
150.230.105.53,8443,0,true,NRT,Asia Pacific,Tokyo,83,0.00
130.162.195.231,8080,0,false,MEL,Oceania,Melbourne,83,0.00
138.2.0.217,2086,2086,false,NRT,Asia Pacific,Tokyo,83,0.00
168.138.215.188,2052,2052,false,NRT,Asia Pacific,Tokyo,83,0.00
168.138.200.159,2052,2052,false,NRT,Asia Pacific,Tokyo,84,0.00
158.101.149.52,8443,8443,true,NRT,Asia Pacific,Tokyo,84,0.00
155.248.176.98,2052,0,false,NRT,Asia Pacific,Tokyo,87,0.00
138.3.222.204,2087,2087,true,NRT,Asia Pacific,Tokyo,87,0.00
150.230.109.252,8080,8080,false,NRT,Asia Pacific,Tokyo,87,0.00
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,88,0.00
141.147.162.204,2053,0,true,NRT,Asia Pacific,Tokyo,89,0.00
150.230.201.39,2095,2095,false,NRT,Asia Pacific,Tokyo,89,0.00
152.70.255.150,80,0,false,NRT,Asia Pacific,Tokyo,90,0.00
150.230.212.213,2052,2052,false,NRT,Asia Pacific,Tokyo,91,0.00
146.56.130.73,80,0,false,NRT,Asia Pacific,Tokyo,91,0.00
158.101.149.52,8880,8880,false,NRT,Asia Pacific,Tokyo,92,0.00
140.238.8.243,8080,0,false,ICN,Asia Pacific,Seoul,93,0.00
151.145.74.56,2082,2082,false,NRT,Asia Pacific,Tokyo,94,0.00
150.230.107.197,80,80,false,NRT,Asia Pacific,Tokyo,95,0.00
168.138.198.50,8080,0,false,NRT,Asia Pacific,Tokyo,96,0.00
168.138.197.87,80,0,false,NRT,Asia Pacific,Tokyo,96,0.00
150.230.108.135,80,80,false,NRT,Asia Pacific,Tokyo,96,0.00
158.179.178.142,2087,2087,true,NRT,Asia Pacific,Tokyo,97,0.00
158.101.71.60,443,443,true,NRT,Asia Pacific,Tokyo,97,0.00
146.56.132.247,443,0,true,NRT,Asia Pacific,Tokyo,97,0.00
168.138.206.68,8080,8080,false,NRT,Asia Pacific,Tokyo,97,0.00
155.248.162.160,2095,0,false,NRT,Asia Pacific,Tokyo,97,0.00
168.138.198.50,8080,0,false,NRT,Asia Pacific,Tokyo,97,0.00
158.179.186.251,2052,2052,false,NRT,Asia Pacific,Tokyo,98,0.00
150.230.105.53,2086,2086,false,NRT,Asia Pacific,Tokyo,98,0.00
158.101.142.103,2083,0,true,NRT,Asia Pacific,Tokyo,98,0.00
155.248.187.241,80,0,false,NRT,Asia Pacific,Tokyo,98,0.00
168.138.200.155,2052,2052,false,NRT,Asia Pacific,Tokyo,98,0.00
150.230.108.135,2095,2095,false,NRT,Asia Pacific,Tokyo,98,0.00
150.230.99.173,2052,2052,false,NRT,Asia Pacific,Tokyo,98,0.00
150.230.108.82,2086,0,false,NRT,Asia Pacific,Tokyo,98,0.00
168.138.215.251,443,443,true,NRT,Asia Pacific,Tokyo,98,0.00
158.101.158.238,8880,0,false,NRT,Asia Pacific,Tokyo,98,0.00
